id_enzyme,ec1,ec2,ec3,ec4,"accepted_name,",systematic_name,cofactors,activity,history
817,1,3,99,34,"2,3-bis-O-geranylgeranyl-sn-glycerol 1-phosphate reductase (donor)","2,3-bis-(O-phytanyl)-sn-glycerol 1-phosphate:acceptor oxidoreductase",FAD.,"2,3-bis-(O-phytanyl)-sn-glycerol 1-phosphate + acceptor = 2,3-bis-(O-geranylgeranyl)-sn-glycerol 1-phosphate + reduced acceptor.",EC 1.3.99.34 created 2013
818,1,3,99,35,Chlorophyllide a reductase,"ATP-dependent acceptor:chlorophyllide-a 7,8-oxidoreductase",Iron-sulfur.,3-deacetyl-3-vinylbacteriochlorophyllide a + A + ADP + phosphate =chlorophyllide a + AH(2) + ATP + H(2)O.,EC 1.3.99.35 created 2014
819,1,3,99,n1,3-hydroxybenzoyl-CoA reductase,"3-hydroxycyclohexa-1,5-diene-1-carbonyl-CoA:acceptor oxidoreductase (aromatising, ATP-forming)",Iron-sulfur; Magnesium or manganese.,"3-hydroxybenzoyl-CoA + reduced acceptor + 2 ATP + 2 H(2)O =3-hydroxycyclohexa-1,5-diene-1-carbonyl-CoA + acceptor + 2 ADP +2 phosphate.",EC 1.3.99.n1 created 2010
820,1,3,99,n2,NULL,NULL,NULL,NULL,Preliminary entry into NC-IUBMB
821,1,3,99,n3,Cypemycin cysteine dehydrogenase,[Cypemycin]-Cys-C-term:acceptor oxidoreductase (decarboxylating),NULL,(1) L-cysteinate group + A + H(+) = (Z)-N-(2-mercaptoethenyl)amino group+ AH(2) + CO(2).(2) [Cypemycin]-Cys-C-term + acceptor = [cypemycin]-N-(Z)-ethenethiol +CO(2) + reduced acceptor.,EC 1.3.99.n3 created 2011
822,1,4,1,1,Alanine dehydrogenase,L-alanine:NAD(+) oxidoreductase (deaminating),NULL,L-alanine + H(2)O + NAD(+) = pyruvate + NH(3) + NADH.,EC 1.4.1.1 created 1961
823,1,4,1,2,Glutamate dehydrogenase,L-glutamate:NAD(+) oxidoreductase (deaminating),NULL,L-glutamate + H(2)O + NAD(+) = 2-oxoglutarate + NH(3) + NADH.,EC 1.4.1.2 created 1961
824,1,4,1,3,Glutamate dehydrogenase (NAD(P)(+)),L-glutamate:NAD(P)(+) oxidoreductase (deaminating),NULL,L-glutamate + H(2)O + NAD(P)(+) = 2-oxoglutarate + NH(3) + NAD(P)H.,EC 1.4.1.3 created 1961
825,1,4,1,4,Glutamate dehydrogenase (NADP(+)),L-glutamate:NADP(+) oxidoreductase (deaminating),NULL,L-glutamate + H(2)O + NADP(+) = 2-oxoglutarate + NH(3) + NADPH.,EC 1.4.1.4 created 1961
826,1,4,1,5,L-amino-acid dehydrogenase,L-amino-acid:NAD(+) oxidoreductase (deaminating),NULL,An L-amino acid + H(2)O + NAD(+) = a 2-oxo acid + NH(3) + NADH.,EC 1.4.1.5 created 1961
827,1,4,1,6,NULL,NULL,NULL,NULL,"EC 1.4.1.6 created 1961, deleted 1982"
828,1,4,1,7,Serine 2-dehydrogenase,L-serine:NAD(+) 2-oxidoreductase (deaminating),NULL,L-serine + H(2)O + NAD(+) = 3-hydroxypyruvate + NH(3) + NADH.,"EC 1.4.1.7 created 1972, modified 2003"
829,1,4,1,8,Valine dehydrogenase (NADP(+)),L-valine:NADP(+) oxidoreductase (deaminating),NULL,L-valine + H(2)O + NADP(+) = 3-methyl-2-oxobutanoate + NH(3) + NADPH.,EC 1.4.1.8 created 1972
830,1,4,1,9,Leucine dehydrogenase,L-leucine:NAD(+) oxidoreductase (deaminating),NULL,L-leucine + H(2)O + NAD(+) = 4-methyl-2-oxopentanoate + NH(3) + NADH.,EC 1.4.1.9 created 1972
831,1,4,1,10,Glycine dehydrogenase,Glycine:NAD(+) oxidoreductase (deaminating),NULL,Glycine + H(2)O + NAD(+) = glyoxylate + NH(3) + NADH.,EC 1.4.1.10 created 1972
832,1,4,1,11,"L-erythro-3,5-diaminohexanoate dehydrogenase","L-erythro-3,5-diaminohexanoate:NAD(+) oxidoreductase (deaminating)",NULL,"L-erythro-3,5-diaminohexanoate + H(2)O + NAD(+) = (S)-5-amino-3-oxohexanoate + NH(3) + NADH.",EC 1.4.1.11 created 1976
833,1,4,1,12,"2,4-diaminopentanoate dehydrogenase","2,4-diaminopentanoate:NAD(P)(+) oxidoreductase (deaminating)",NULL,"2,4-diaminopentanoate + H(2)O + NAD(P)(+) = 2-amino-4-oxopentanoate +NH(3) + NAD(P)H.",EC 1.4.1.12 created 1976
834,1,4,1,13,Glutamate synthase (NADPH),L-glutamate:NADP(+) oxidoreductase (transaminating),FAD; FMN; Iron-sulfur.,2 L-glutamate + NADP(+) = L-glutamine + 2-oxoglutarate + NADPH.,"EC 1.4.1.13 created 1972 as EC 2.6.1.53, transferred 1976 to EC 1.4.1.13, modified 2001, modified 2010"
835,1,4,1,14,Glutamate synthase (NADH),L-glutamate:NAD(+) oxidoreductase (transaminating),FMN.,2 L-glutamate + NAD(+) = L-glutamine + 2-oxoglutarate + NADH.,EC 1.4.1.14 created 1978
836,1,4,1,15,Lysine dehydrogenase,"L-lysine:NAD(+) oxidoreductase (deaminating, cyclizing)",NULL,"L-lysine + NAD(+) = 1,2-didehydropiperidine-2-carboxylate + NH(3) + NADH.",EC 1.4.1.15 created 1978
837,1,4,1,16,Diaminopimelate dehydrogenase,"Meso-2,6-diaminoheptanedioate:NADP(+) oxidoreductase (deaminating)",NULL,"Meso-2,6-diaminoheptanedioate + H(2)O + NADP(+) = L-2-amino-6-oxoheptanedioate + NH(3) + NADPH.",EC 1.4.1.16 created 1981
838,1,4,1,17,N-methylalanine dehydrogenase,"N-methyl-L-alanine:NADP(+) oxidoreductase (demethylating, deaminating)",NULL,N-methyl-L-alanine + H(2)O + NADP(+) = pyruvate + methylamine + NADPH.,EC 1.4.1.17 created 1984
839,1,4,1,18,Lysine 6-dehydrogenase,L-lysine:NAD(+) 6-oxidoreductase (deaminating),NULL,"L-lysine + NAD(+) = (S)-2,3,4,5-tetrahydropyridine-2-carboxylate + NADH +NH(3).","EC 1.4.1.18 created 1989, modified 2006, modified 2011"
840,1,4,1,19,Tryptophan dehydrogenase,L-tryptophan:NAD(P)(+) oxidoreductase (deaminating),Calcium.,L-tryptophan + NAD(P)(+) = (indol-3-yl)pyruvate + NH(3) + NAD(P)H.,EC 1.4.1.19 created 1989
841,1,4,1,20,Phenylalanine dehydrogenase,L-phenylalanine:NAD(+) oxidoreductase (deaminating),NULL,L-phenylalanine + H(2)O + NAD(+) = phenylpyruvate + NH(3) + NADH.,EC 1.4.1.20 created 1989
842,1,4,1,21,Aspartate dehydrogenase,L-aspartate:NAD(P)(+) oxidoreductase (deaminating),NULL,L-aspartate + H(2)O + NAD(P)(+) = oxaloacetate + NH(3) + NAD(P)H.,EC 1.14.1.21 created 2005
843,1,4,1,23,Valine dehydrogenase (NAD(+)),L-valine:NAD(+) oxidoreductase (deaminating),NULL,L-valine + H(2)O + NAD(+) = 3-methyl-2-oxobutanoate + NH(3) + NADH.,EC 1.4.1.23 created 2012
844,1,4,1,24,3-dehydroquinate synthase II,"2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate:NAD(+) oxidoreductase (deaminating)",NULL,"2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate + H(2)O + NAD(+) =3-dehydroquinate + NH(3) + NADH.",EC 1.4.1.24 created 2012
845,1,4,2,1,Glycine dehydrogenase (cytochrome),Glycine:ferricytochrome-c oxidoreductase (deaminating),NULL,Glycine + H(2)O + 2 ferricytochrome c = glyoxylate + NH(3) +2 ferrocytochrome c + 2 H(+).,EC 1.4.2.1 created 1976
846,1,4,3,1,D-aspartate oxidase,D-aspartate:oxygen oxidoreductase (deaminating),FAD.,D-aspartate + H(2)O + O(2) = oxaloacetate + NH(3) + H(2)O(2).,EC 1.4.3.1 created 1961
847,1,4,3,2,L-amino-acid oxidase,L-amino-acid:oxygen oxidoreductase (deaminating),FAD.,An L-amino acid + H(2)O + O(2) = a 2-oxo acid + NH(3) + H(2)O(2).,EC 1.4.3.2 created 1961
848,1,4,3,3,D-amino-acid oxidase,D-amino-acid:oxygen oxidoreductase (deaminating),FAD.,A D-amino acid + H(2)O + O(2) = a 2-oxo acid + NH(3) + H(2)O(2).,EC 1.4.3.3 created 1961
849,1,4,3,4,Monoamine oxidase,Amine:oxygen oxidoreductase (deaminating),FAD.,RCH(2)NHR' + H(2)O + O(2) = RCHO + R'NH(2) + H(2)O(2).,"EC 1.4.3.4 created 1961, modified 1983 (EC 1.4.3.9 created 1972, incorporated 1984), modified 2008"
850,1,4,3,5,Pyridoxal 5'-phosphate synthase,Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating),FMN.,(1) Pyridoxamine 5'-phosphate + H(2)O + O(2) = pyridoxal 5'-phosphate +NH(3) + H(2)O(2).(2) Pyridoxine 5'-phosphate + O(2) = pyridoxal 5'-phosphate + H(2)O(2).,"EC 1.4.3.5 created 1961, modified 2006"
851,1,4,3,6,NULL,NULL,NULL,NULL,NULL
852,1,4,3,7,D-glutamate oxidase,D-glutamate:oxygen oxidoreductase (deaminating),NULL,D-glutamate + H(2)O + O(2) = 2-oxoglutarate + NH(3) + H(2)O(2).,EC 1.4.3.7 created 1972
853,1,4,3,8,Ethanolamine oxidase,Ethanolamine:oxygen oxidoreductase (deaminating),Cobalt.,Ethanolamine + H(2)O + O(2) = glycolaldehyde + NH(3) + H(2)O(2).,EC 1.4.3.8 created 1972
854,1,4,3,9,NULL,NULL,NULL,NULL,"EC 1.4.3.9 created 1972, deleted 1984"
855,1,4,3,10,Putrescine oxidase,Putrescine:oxygen oxidoreductase (deaminating),FAD.,Putrescine + O(2) + H(2)O = 4-aminobutanal + NH(3) + H(2)O(2).,EC 1.4.3.10 created 1976
856,1,4,3,11,L-glutamate oxidase,L-glutamate:oxygen oxidoreductase (deaminating),FAD.,L-glutamate + O(2) + H(2)O = 2-oxoglutarate + NH(3) + H(2)O(2).,"EC 1.4.3.11 created 1976, modified 1989"
857,1,4,3,12,Cyclohexylamine oxidase,Cyclohexylamine:oxygen oxidoreductase (deaminating),FAD.,Cyclohexylamine + O(2) + H(2)O = cyclohexanone + NH(3) + H(2)O(2).,EC 1.4.3.12 created 1978
858,1,4,3,13,Protein-lysine 6-oxidase,Protein-L-lysine:oxygen 6-oxidoreductase (deaminating),NULL,Peptidyl-L-lysyl-peptide + O(2) + H(2)O = peptidyl-allysyl-peptide +NH(3) + H(2)O(2).,"EC 1.4.3.13 created 1980, modified 1983"
859,1,4,3,14,L-lysine oxidase,L-lysine:oxygen 2-oxidoreductase (deaminating),FAD.,L-lysine + O(2) + H(2)O = 6-amino-2-oxohexanoate + NH(3) + H(2)O(2).,EC 1.4.3.14 created 1981
860,1,4,3,15,D-glutamate(D-aspartate) oxidase,D-glutamate(D-aspartate):oxygen oxidoreductase (deaminating),FAD.,(1) D-glutamate + H(2)O + O(2) = 2-oxoglutarate + NH(3) + H(2)O(2).(2) D-aspartate + H(2)O + O(2) = oxaloacetate + NH(3) + H(2)O(2).,"EC 1.4.3.15 created 1983, modified 2012"
861,1,4,3,16,L-aspartate oxidase,L-aspartate:oxygen oxidoreductase (deaminating),FAD.,L-aspartate + O(2) = iminosuccinate + H(2)O(2).,"EC 1.4.3.16 created 1984, modified 2008"
862,1,4,3,17,NULL,NULL,NULL,NULL,"EC 1.4.3.17 created 2000, deleted 2003"
863,1,4,3,18,NULL,NULL,NULL,NULL,NULL
864,1,4,3,19,Glycine oxidase,Glycine:oxygen oxidoreductase (deaminating),FAD.,Glycine + H(2)O + O(2) = glyoxylate + NH(3) + H(2)O(2).,"EC 1.4.3.19 created 2002, modified 2012"
865,1,4,3,20,L-lysine 6-oxidase,L-lysine:oxygen 6-oxidoreductase (deaminating),NULL,L-lysine + O(2) + H(2)O = (S)-2-amino-6-oxohexanoate + H(2)O(2) + NH(3).,"EC 1.4.3.20 created 2006, modified 2011"
866,1,4,3,21,Primary-amine oxidase,Primary-amine:oxygen oxidoreductase (deaminating),NULL,RCH(2)NH(2) + H(2)O + O(2) = RCHO + NH(3) + H(2)O(2).,EC 1.4.3.21 created 2008
867,1,4,3,22,Diamine oxidase,Histamine:oxygen oxidoreductase (deaminating),NULL,Histamine + H(2)O + O(2) = (imidazol-4-yl)acetaldehyde + NH(3) +H(2)O(2).,"EC 1.4.3.22 created 2007 (EC 1.4.3.6 created 1961, part-incorporated 2008)"
868,1,4,3,23,7-chloro-L-tryptophan oxidase,7-chloro-L-tryptophan:oxygen oxidoreductase,NULL,7-chloro-L-tryptophan + O(2) = 2-imino-3-(7-chloroindol-3-yl)propanoate +H(2)O(2).,EC 1.4.3.23 created 2010
869,1,4,3,24,Pseudooxynicotine oxidase,4-(methylamino)-1-(pyridin-3-yl)butan-1-one:oxygen oxidoreductase (methylamine releasing),FAD.,4-(methylamino)-1-(pyridin-3-yl)butan-1-one + H(2)O + O(2) = 4-oxo-4-(pyridin-3-yl)butanal + methylamine + H(2)O(2).,EC 1.4.3.24 created 2012
870,1,4,4,1,NULL,NULL,NULL,NULL,"EC 1.4.4.1 created 1972, modified 1982 (EC 1.4.1.6 created 1961, incorporated 1982), deleted 2003"
871,1,4,4,2,Glycine dehydrogenase (aminomethyl-transferring),"Glycine:H-protein-lipoyllysine oxidoreductase (decarboxylating, acceptor-amino-methylating)",Pyridoxal 5'-phosphate.,Glycine + [glycine-cleavage complex H protein]-N(6)-lipoyl-L-lysine =[glycine-cleavage complex H protein]-S-aminomethyl-N(6)-dihydrolipoyl-L-lysine + CO(2).,"EC 1.4.4.2 created 1984, modified 2003, modified 2006, modified 2013"
872,1,4,5,1,D-amino acid dehydrogenase (quinone),D-amino acid:quinone oxidoreductase (deaminating),FAD; Iron-sulfur.,A D-amino acid + H(2)O + a quinone = a 2-oxo acid + NH(3) + a quinol.,EC 1.4.5.1 created 2010
873,1,4,7,1,Glutamate synthase (ferredoxin),L-glutamate:ferredoxin oxidoreductase (transaminating),FAD; FMN; Iron-sulfur.,2 L-glutamate + 2 oxidized ferredoxin = L-glutamine + 2-oxoglutarate +2 reduced ferredoxin + 2 H(+).,"EC 1.4.7.1 created 1976, modified 2012"
874,1,4,9,1,Methylamine dehydrogenase (amicyanin),Methylamine:amicyanin oxidoreductase (deaminating),Tryptophan tryptophylquinone.,Methylamine + H(2)O + amicyanin = formaldehyde + ammonia + reducedamicyanin.,"EC 1.4.98.1 created 1978 as EC 1.4.99.3, modified 1986, transferred 2011 to EC 1.4.98.1, transferred 2011 to EC 1.4.9.1"
875,1,4,9,2,Aralkylamine dehydrogenase (azurin),Aralkylamine:azurin oxidoreductase (deaminating),NULL,ArCH(2)NH(2) + H(2)O + 2 azurin = ArCHO + NH(3) + 2 reduced azurin.,"EC 1.4.9.2 created 1986 as EC 1.4.99.4, transferred 2011 to 1.4.9.2"
876,1,4,98,1,NULL,NULL,NULL,NULL,"EC 1.4.98.1 created 1978 as EC 1.4.99.3, modified 1986, transferred 2011 to EC 1.4.98.1, deleted 2011"
877,1,4,99,1,D-amino-acid dehydrogenase,D-amino-acid:acceptor oxidoreductase (deaminating),FAD.,A D-amino acid + H(2)O + acceptor = a 2-oxo acid + NH(3) + reducedacceptor.,EC 1.4.99.1 created 1972
878,1,4,99,2,Taurine dehydrogenase,Taurine:acceptor oxidoreductase (deaminating),NULL,Taurine + H(2)O + acceptor = sulfoacetaldehyde + NH(3) + reducedacceptor.,EC 1.4.99.2 created 1976
879,1,4,99,3,NULL,NULL,NULL,NULL,"EC 1.4.99.3 created 1978, modified 1986, deleted 2011"
880,1,4,99,4,NULL,NULL,NULL,NULL,"EC 1.4.99.4 created 1986, deleted 2011"
881,1,4,99,5,Glycine dehydrogenase (cyanide-forming),Glycine:acceptor oxidoreductase (hydrogen-cyanide-forming),FAD.,Glycine + 2 A = HCN + CO(2) + 2 AH(2).,EC 1.4.99.5 created 2002
882,1,5,1,1,Pyrroline-2-carboxylate reductase,L-proline:NAD(P)(+) 2-oxidoreductase,NULL,L-proline + NAD(P)(+) = 1-pyrroline-2-carboxylate + NAD(P)H.,EC 1.5.1.1 created 1961
883,1,5,1,2,Pyrroline-5-carboxylate reductase,L-proline:NAD(P)(+) 5-oxidoreductase,NULL,L-proline + NAD(P)(+) = 1-pyrroline-5-carboxylate + NAD(P)H.,EC 1.5.1.2 created 1961
884,1,5,1,3,Dihydrofolate reductase,"5,6,7,8-tetrahydrofolate:NADP(+) oxidoreductase",NULL,"5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH.","EC 1.5.1.3 created 1961, modified 1976 (EC 1.5.1.4 created 1961, incorporated 1976)"
885,1,5,1,4,NULL,NULL,NULL,NULL,"EC 1.5.1.4 created 1961, deleted 1976"
886,1,5,1,5,Methylenetetrahydrofolate dehydrogenase (NADP(+)),"5,10-methylenetetrahydrofolate:NADP(+) oxidoreductase",NULL,"5,10-methylenetetrahydrofolate + NADP(+) = 5,10-methenyltetrahydrofolate + NADPH.",EC 1.5.1.5 created 1961
887,1,5,1,6,Formyltetrahydrofolate dehydrogenase,10-formyltetrahydrofolate:NADP(+) oxidoreductase,NULL,10-formyltetrahydrofolate + NADP(+) + H(2)O = tetrahydrofolate + CO(2) +NADPH.,EC 1.5.1.6 created 1972
888,1,5,1,7,"Saccharopine dehydrogenase (NAD(+), L-lysine-forming)","N(6)-(L-1,3-dicarboxypropyl)-L-lysine:NAD(+) oxidoreductase (L-lysine-forming)",NULL,"N(6)-(L-1,3-dicarboxypropyl)-L-lysine + NAD(+) + H(2)O = L-lysine +2-oxoglutarate + NADH.",EC 1.5.1.7 created 1972
889,1,5,1,8,"Saccharopine dehydrogenase (NADP(+), L-lysine-forming)","N(6)-(L-1,3-dicarboxypropyl)-L-lysine:NADP(+) oxidoreductase (L-lysine-forming)",NULL,"N(6)-(L-1,3-dicarboxypropyl)-L-lysine + NADP(+) + H(2)O = L-lysine +2-oxoglutarate + NADPH.",EC 1.5.1.8 created 1972
890,1,5,1,9,"Saccharopine dehydrogenase (NAD(+), L-glutamate-forming)","N(6)-(L-1,3-dicarboxypropyl)-L-lysine:NAD(+) oxidoreductase (L-glutamate-forming)",NULL,"N(6)-(L-1,3-dicarboxypropyl)-L-lysine + NAD(+) + H(2)O = L-glutamate +(S)-2-amino-6-oxohexanoate + NADH.","EC 1.5.1.9 created 1972, modified 2011"
891,1,5,1,10,"Saccharopine dehydrogenase (NADP(+), L-glutamate-forming)","N(6)-(L-1,3-dicarboxypropyl)-L-lysine:NADP(+) oxidoreductase (L-glutamate-forming)",NULL,"N(6)-(L-1,3-dicarboxypropyl)-L-lysine + NADP(+) + H(2)O = L-glutamate +(S)-2-amino-6-oxohexanoate + NADPH.","EC 1.5.1.10 created 1972, modified 2011"
892,1,5,1,11,D-octopine dehydrogenase,N(2)-(D-1-carboxyethyl)-L-arginine:NAD(+) oxidoreductase (L-arginine-forming),NULL,N(2)-(D-1-carboxyethyl)-L-arginine + NAD(+) + H(2)O = L-arginine +pyruvate + NADH.,EC 1.5.1.11 created 1972
893,1,5,1,12,NULL,NULL,NULL,NULL,"EC 1.5.1.12 created 1972, modified 2008, deleted 2013"
894,1,5,1,13,NULL,NULL,NULL,NULL,"EC 1.5.1.13 created 1972, deleted 2004"
895,1,5,1,14,NULL,NULL,NULL,NULL,"EC 1.5.1.14 created 1976, deleted 1989"
896,1,5,1,15,Methylenetetrahydrofolate dehydrogenase (NAD(+)),"5,10-methylenetetrahydrofolate:NAD(+) oxidoreductase",NULL,"5,10-methylenetetrahydrofolate + NAD(+) = 5,10-methenyltetrahydrofolate +NADH.",EC 1.5.1.15 created 1978
897,1,5,1,16,D-lysopine dehydrogenase,N(2)-(D-1-carboxyethyl)-L-lysine:NADP(+) oxidoreductase (L-lysine-forming),NULL,N(2)-(D-1-carboxyethyl)-L-lysine + NADP(+) + H(2)O = L-lysine + pyruvate+ NADPH.,EC 1.5.1.16 created 1978
898,1,5,1,17,Alanopine dehydrogenase,"2,2'-iminodipropanoate:NAD(+) oxidoreductase (L-alanine-forming)",NULL,"2,2'-iminodipropanoate + NAD(+) + H(2)O = L-alanine + pyruvate + NADH.","EC 1.5.1.17 created 1983, modified 1986"
899,1,5,1,18,Ephedrine dehydrogenase,(-)-ephedrine:NAD(+) 2-oxidoreductase,NULL,(-)-ephedrine + NAD(+) = (R)-2-methylimino-1-phenylpropan-1-ol + NADH.,EC 1.5.1.18 created 1984
900,1,5,1,19,D-nopaline dehydrogenase,"N(2)-(D-1,3-dicarboxypropyl)-L-arginine:NADP(+) oxidoreductase (L-arginine-forming)",NULL,"N(2)-(D-1,3-dicarboxypropyl)-L-arginine + NADP(+) + H(2)O = L-arginine +2-oxoglutarate + NADPH.",EC 1.5.1.19 created 1984
901,1,5,1,20,Methylenetetrahydrofolate reductase (NAD(P)H),5-methyltetrahydrofolate:NAD(P)(+) oxidoreductase,FAD.,"5-methyltetrahydrofolate + NAD(P)(+) = 5,10-methylenetetrahydrofolate +NAD(P)H.","EC 1.5.1.20 created 1978 as EC 1.1.1.171, transferred 1984 to EC 1.5.1.20 (EC 1.7.99.5 incorporated 2005), modified 2005"
902,1,5,1,21,Delta(1)-piperideine-2-carboxylate reductase,L-pipecolate:NADP(+) 2-oxidoreductase,NULL,L-pipecolate + NADP(+) = Delta(1)-piperideine-2-carboxylate + NADPH.,"EC 1.5.1.21 created 1984 (EC 1.5.1.14 created 1976, incorporated 1989)"
903,1,5,1,22,Strombine dehydrogenase,N-(carboxymethyl)-D-alanine:NAD(+) oxidoreductase (glycine-forming),NULL,N-(carboxymethyl)-D-alanine + NAD(+) + H(2)O = glycine + pyruvate + NADH.,EC 1.5.1.22 created 1986
904,1,5,1,23,Tauropine dehydrogenase,N(2)-(D-1-carboxyethyl)taurine:NAD(+) oxidoreductase (taurine-forming),NULL,Tauropine + NAD(+) + H(2)O = taurine + pyruvate + NADH.,EC 1.5.1.23 created 1989
905,1,5,1,24,N(5)-(carboxyethyl)ornithine synthase,N(5)-(L-1-carboxyethyl)-L-ornithine:NADP(+) oxidoreductase (L-ornithine-forming),NULL,N(5)-(L-1-carboxyethyl)-L-ornithine + NADP(+) + H(2)O = L-ornithine +pyruvate + NADPH.,EC 1.5.1.24 created 1990
906,1,5,1,25,Thiomorpholine-carboxylate dehydrogenase,"Thiomorpholine-3-carboxylate:NAD(P)(+) 5,6-oxidoreductase",NULL,"Thiomorpholine 3-carboxylate + NAD(P)(+) = 3,4-dehydro-thiomorpholine-3-carboxylate + NAD(P)H.",EC 1.5.1.25 created 1990
907,1,5,1,26,Beta-alanopine dehydrogenase,N-(D-1-carboxyethyl)-beta-alanine:NAD(+) oxidoreductase (beta-alanine-forming),NULL,Beta-alanopine + NAD(+) + H(2)O = beta-alanine + pyruvate + NADH.,EC 1.5.1.26 created 1990
908,1,5,1,27,"1,2-dehydroreticulinium reductase (NADPH)",(R)-reticuline:NADP(+) oxidoreductase,NULL,"(R)-reticuline + NADP(+) = 1,2-dehydroreticulinium + NADPH.","EC 1.5.1.27 created 1999, modified 2004"
909,1,5,1,28,Opine dehydrogenase,(2S)-2-((1-(R)-carboxyethyl)amino)pentanoate:NAD(+) oxidoreductase (L-aminopentanoate-forming),NULL,(2S)-2-((1-(R)-carboxyethyl)amino)pentanoate + NAD(+) + H(2)O = L-2-aminopentanoic acid + pyruvate + NADH.,EC 1.5.1.28 created 1999
910,1,5,1,29,NULL,NULL,NULL,NULL,NULL
911,1,5,1,30,Flavin reductase (NADPH),Reduced-riboflavin:NADP(+) oxidoreductase,NULL,Reduced riboflavin + NADP(+) = riboflavin + NADPH.,"EC 1.5.1.30 created 1982 as EC 1.6.8.2, transferred 2002 to EC 1.5.1.30, modified 2011"
912,1,5,1,31,Berberine reductase,(R)-tetrahydroberberine:NADP(+) oxidoreductase,NULL,(R)-canadine + 2 NADP(+) = berberine + 2 NADPH.,EC 1.5.1.31 created 2002
913,1,5,1,32,Vomilenine reductase,"1,2-dihydrovomilenine:NADP(+) oxidoreductase",NULL,"1,2-dihydrovomilenine + NADP(+) = vomilenine + NADPH.",EC 1.5.1.32 created 2002
914,1,5,1,33,Pteridine reductase,"5,6,7,8-tetrahydrobiopterin:NADP(+) oxidoreductase",NULL,"5,6,7,8-tetrahydrobiopterin + 2 NADP(+) = biopterin + 2 NADPH.","EC 1.5.1.33 created 1999 as EC 1.1.1.253, transferred 2003 to EC 1.5.1.33"
915,1,5,1,34,"6,7-dihydropteridine reductase","5,6,7,8-tetrahydropteridine:NAD(P)(+) oxidoreductase",NULL,"A 5,6,7,8-tetrahydropteridine + NAD(P)(+) = a 6,7-dihydropteridine +NAD(P)H.","EC 1.5.1.34 created 1972 as EC 1.6.99.7, modified 1981 (EC 1.6.99.10 created 1978, incorporated 1981), transferred 2003 to EC 1.5.1.34"
916,1,5,1,35,NULL,NULL,NULL,NULL,NULL
917,1,5,1,36,Flavin reductase (NADH),Flavin:NAD(+) oxidoreductase,NULL,Reduced flavin + NAD(+) = flavin + NADH.,EC 1.5.1.36 created 2011
918,1,5,1,37,FAD reductase (NADH),FADH(2):NAD(+) oxidoreductase,NULL,FADH(2) + NAD(+) = FAD + NADH.,EC 1.5.1.37 created 2011
919,1,5,1,38,FMN reductase (NADPH),FMNH(2):NADP(+) oxidoreductase,FMN.,FMNH(2) + NADP(+) = FMN + NADPH.,EC 1.5.1.38 created 2011
920,1,5,1,39,FMN reductase (NAD(P)H),FMNH(2):NAD(P)(+) oxidoreductase,FMN.,FMNH(2) + NAD(P)(+) = FMN + NAD(P)H.,EC 1.5.1.39 created 2011
921,1,5,1,40,8-hydroxy-5-deazaflavin:NADPH oxidoreductase,Reduced coenzyme F420:NADP(+) oxidoreductase,NULL,Reduced coenzyme F420 + NADP(+) = oxidized coenzyme F420 + NADPH.,EC 1.5.1.40 created 2011
922,1,5,1,41,Riboflavin reductase (NAD(P)H),Riboflavin:NAD(P)(+) oxidoreductase,NULL,Reduced riboflavin + NAD(P)(+) = riboflavin + NAD(P)H.,EC 1.5.1.41 created 2011
923,1,5,1,42,FMN reductase (NADH),FMNH(2):NAD(+) oxidoreductase,NULL,FMNH(2) + NAD(+) = FMN + NADH.,EC 1.5.1.42 created 2011
924,1,5,1,43,Carboxynorspermidine synthase,Carboxynorspermidine:NADP(+) oxidoreductase,NULL,"(1) Carboxynorspermidine + H(2)O + NADP(+) = L-aspartate 4-semialdehyde +propane-1,3-diamine + NADPH.(2) Carboxyspermidine + H(2)O + NADP(+) = L-aspartate 4-semialdehyde +putrescine + NADPH.",EC 1.5.1.43 created 2012
925,1,5,1,44,Festuclavine dehydrogenase,Festuclavine:NAD(+) oxidoreductase,NULL,"Festuclavine + NAD(+) = 6,8-dimethyl-6,7-didehydroergoline + NADH.",EC 1.5.1.44 created 2012
926,1,5,1,45,FAD reductase (NAD(P)H),FADH(2):NAD(P)(+) oxidoreductase,NULL,FADH(2) + NAD(P)(+) = FAD + NAD(P)H.,EC 1.5.1.45 created 2012
927,1,5,1,46,Agroclavine dehydrogenase,Agroclavine:NADP(+) oxidoreductase,NULL,"Agroclavine + NADP(+) = 6,8-dimethyl-6,7,8,9-tetradehydroergoline +NADPH.",EC 1.5.1.46 created 2013
928,1,5,1,47,Dihydromethanopterin reductase,"5,6,7,8-tetrahydromethanopterin 5,6-oxidoreductase",NULL,"5,6,7,8-tetrahydromethanopterin + NAD(P)(+) = 7,8-dihydromethanopterin +NAD(P)H.",EC 1.5.1.47 created 2013
929,1,5,3,1,Sarcosine oxidase,Sarcosine:oxygen oxidoreductase (demethylating),FAD.,Sarcosine + H(2)O + O(2) = glycine + formaldehyde + H(2)O(2).,EC 1.5.3.1 created 1961
