id_com,comment,id_enz
775,"In the reverse reaction, vitamin K 2,3-epoxide is reduced to vitaminK and possibly to vitamin K hydroquinone by 1,4-dithioerythritol,which is oxidized to a disulfide; some other dithiols and4-butanethiol can also act.Inhibited strongly by warfarin (cf. EC 1.1.4.2).",439
776,"In the reverse reaction, vitamin K 2,3-epoxide is reduced to 3-hydroxy- (and 2-hydroxy-) vitamin K by 1,4-dithiothreitol, which is oxidized to a disulfide. Not inhibited by warfarin (cf. EC 1.1.4.1 vitamin-K-epoxide reductase (warfarin-sensitive)).",440
777,"In the reverse reaction, vitamin K 2,3-epoxide is reduced to 3-hydroxy- (and 2-hydroxy-) vitamin K by 1,4-dithioerythritol, which is oxidized to a disulfide. Not inhibited by warfarin (cf. EC 1.1.4.1).",440
778,"In the reverse reaction, vitamin K 2,3-epoxide is reduced to3-hydroxy- (and 2-hydroxy-) vitamin K by 1,4-dithioerythritol, whichis oxidized to a disulfide.Not inhibited by warfarin (cf. EC 1.1.4.1).",440
779,Integral membrane protein containing PQQ as prosthetic group. It also contains bound ubiquinone and Mg(2+) or Ca(2+). Electron acceptor is membrane ubiquinone but usually assayed with phenazine methosulfate. Like in all other quinoprotein alcohol dehydrogenases the catalytic domain has an 8-bladed 'propeller' structure. It occurs in a wide range of bacteria. Catalyzes a direct oxidation of the pyranose form of D-glucose to the lactone and thence to D-gluconate in the periplasm. Oxidizes other monosaccharides including the pyranose forms of pentoses.,442
780,Formerly EC 1.1.99.17.,442
781,Integral membrane protein containing PQQ as prosthetic group.It also contains bound ubiquinone and Mg(2+) or Ca(2+).Electron acceptor is membrane ubiquinone but usually assayed withphenazine methosulfate.Like in all other quinoprotein alcohol dehydrogenases the catalyticdomain has an 8-bladed 'propeller' structure.It occurs in a wide range of bacteria.Catalyzes a direct oxidation of the pyranose form of D-glucose to thelactone and thence to D-gluconate in the periplasm.Oxidizes other monosaccharides including the pyranose forms ofpentoses.Formerly EC 1.1.99.17.,442
782,"This flavin-dependent dehydrogenase is an essential membrane enzyme, functioning at the central junction of glycolysis, respiration and phospholipid biosynthesis. In bacteria, the enzyme is localized to the cytoplasmic membrane (6), while in eukaryotes it is tightly bound to the outer surface of the inner mitochondrial membrane (2). In eukaryotes, this enzyme, together with the cytosolic enzyme EC 1.1.1.8, glycerol-3-phosphate dehydrogenase (NAD(+)), forms the glycerol-3-phosphate shuttle by which NADH produced in the cytosol, primarily from glycolysis, can be reoxidized to NAD(+) by the mitochondrial electron-transport chain (3). This shuttle plays a critical role in transferring reducing equivalents from cytosolic NADH into the mitochondrial matrix (7,8). Insect flight muscle uses only CoQ(10) as the physiological quinone whereas hamster and rat mitochondria use mainly CoQ(9) (4). The enzyme is activated by calcium (3).",443
783,"An essential membrane enzyme, functioning at the central junction of glycolysis, respiration and phospholipid biosynthesis. In bacteria, the enzyme is localized to the cytoplasmic membrane, while in eukaryotes it is tightly bound to the outer surface of the inner mitochondrial membrane. In eukaryotes, this enzyme, together with the cytosolic enzyme EC 1.1.1.8 forms the glycerol-3-phosphate shuttle by which NADH produced in the cytosol, primarily from glycolysis, can be reoxidized to NAD(+) by the mitochondrial electron-transport chain. This shuttle plays a critical role in transferring reducing equivalents from cytosolic NADH into the mitochondrial matrix. Insect flight muscle uses only CoQ(10) as the physiological quinone whereas hamster and rat mitochondria use mainly CoQ(9). The enzyme is activated by calcium. Formerly EC 1.1.2.1 and EC 1.1.99.5.",443
784,"An essential membrane enzyme, functioning at the central junction ofglycolysis, respiration and phospholipid biosynthesis.In bacteria, the enzyme is localized to the cytoplasmic membrane,while in eukaryotes it is tightly bound to the outer surface of theinner mitochondrial membrane.In eukaryotes, this enzyme, together with the cytosolic enzymeEC 1.1.1.8 forms the glycerol-3-phosphate shuttle by which NADHproduced in the cytosol, primarily from glycolysis, can be reoxidizedto NAD(+) by the mitochondrial electron-transport chain.This shuttle plays a critical role in transferring reducingequivalents from cytosolic NADH into the mitochondrial matrix.Insect flight muscle uses only CoQ(10) as the physiological quinonewhereas hamster and rat mitochondria use mainly CoQ(9).The enzyme is activated by calcium.Formerly EC 1.1.2.1 and EC 1.1.99.5.",443
785,"A flavoprotein (FAD). Vitamin K and several other quinones can act as acceptors. Different from EC 1.1.1.37 (malate dehydrogenase (NAD(+))), EC 1.1.1.82 (malate dehydrogenase (NADP(+))) and EC 1.1.1.299 (malate dehydrogenase (NAD(P)(+))).",444
786,"Vitamin K and several other quinones can act as acceptors. Different from EC 1.1.1.37, EC 1.1.1.82 and EC 1.1.1.299. Formerly EC 1.1.99.16.",444
787,"Vitamin K and several other quinones can act as acceptors.Different from EC 1.1.1.37, EC 1.1.1.82 and EC 1.1.1.299.Formerly EC 1.1.99.16.",444
788,"Only described in acetic acid bacteria where it is involved in acetic acid production. Associated with membrane. Electron acceptor is membrane ubiquinone. A model structure suggests that, like all other quinoprotein alcohol dehydrogenases, the catalytic subunit has an 8-bladed 'propeller' structure, a calcium ion bound to the PQQ in the active site and an unusual disulfide ring structure in close proximity to the PQQ; the catalytic subunit also has a heme c in the C-terminal domain. The enzyme has two additional subunits, one of which contains three molecules of heme c. It does not require amines for activation. It has a restricted substrate specificity, oxidizing a few primary alcohols (C2 to C6), but not methanol, secondary alcohols and some aldehydes. It is assayed with phenazine methosulfate or with ferricyanide.",445
789,"Only described in acetic acid bacteria where it is involved in aceticacid production.Associated with membrane.Electron acceptor is membrane ubiquinone.A model structure suggests that, like all other quinoprotein alcoholdehydrogenases, the catalytic subunit has an 8-bladed 'propeller'structure, a calcium ion bound to the PQQ in the active site and anunusual disulfide ring structure in close proximity to the PQQ; thecatalytic subunit also has a heme c in the C-terminal domain.The enzyme has two additional subunits, one of which contains threemolecules of heme c.It does not require amines for activation.It has a restricted substrate specificity, oxidizing a few primaryalcohols (C2 to C6), but not methanol, secondary alcohols and somealdehydes.It is assayed with phenazine methosulfate or with ferricyanide.",445
790,"The enzyme contains molybdopterin-guanine dinucleotides, five [4Fe-4S]  clusters and two heme b groups. Formate dehydrogenase-N oxidizes formate in the periplasm, transferring electrons via the menaquinone pool in the cytoplasmic membrane to a dissimilatory nitrate reductase (EC 1.7.5.1), which transfers electrons to nitrate in the cytoplasm. The system generates proton motive force under anaerobic conditions (3).",446
791,"Formate dehydrogenase-N oxidizes formate in the periplasm, transferring electrons via the menaquinone pool in the cytoplasmic membrane to a dissimilatory nitrate reductase (EC 1.7.5.1), which transfers electrons to nitrate in the cytoplasm. The system generates proton motive force under anaerobic conditions.",446
792,"Formate dehydrogenase-N oxidizes formate in the periplasm,transferring electrons via the menaquinone pool in the cytoplasmicmembrane to a dissimilatory nitrate reductase (EC 1.7.5.1), whichtransfers electrons to nitrate in the cytoplasm.The system generates proton motive force under anaerobic conditions.",446
793,"This enzyme oxidizes a wide variety of cyclic alcohols. Some minor enzyme activity is found with aliphatic secondary alcohols and sugar alcohols, but not primary alcohols. The enzyme is unable to catalyze the reverse reaction of cyclic ketones or aldehydes to cyclic alcohols. This enzyme differs from EC 1.1.5.5, alcohol dehydrogenase (quinone), which shows activity with ethanol (1).",447
794,"This enzyme oxidizes a wide variety of cyclic alcohols. Some minor enzyme activity is found with aliphatic secondary alcohols and sugar alcohols, but not primary alcohols. The enzyme is unable to catalyze the reverse reaction of cyclic ketones or aldehydes to cyclic alcohols. This enzyme differs from EC 1.1.5.5, which shows activity with ethanol.",447
795,"This enzyme oxidizes a wide variety of cyclic alcohols.Some minor enzyme activity is found with aliphatic secondary alcoholsand sugar alcohols, but not primary alcohols.The enzyme is unable to catalyze the reverse reaction of cyclicketones or aldehydes to cyclic alcohols.This enzyme differs from EC 1.1.5.5, which shows activity withethanol.",447
796,The enzyme is membrane-bound. Does not use NAD(P)(+) as acceptor. Contains pyrroloquinoline-quinone.,448
797,The enzyme is membrane-bound. Does not use NAD(P)(+) as acceptor. Formerly EC 1.1.99.25.,448
798,The enzyme is membrane-bound.Does not use NAD(P)(+) as acceptor.Formerly EC 1.1.99.25.,448
799,"A glycoprotein containing one mole of FAD per mole of enzyme. 2,6-dichloroindophenol can act as acceptor. cf. EC 1.1.5.2, quinoprotein glucose dehydrogenase.",449
800,"2,6-dichloroindophenol can act as acceptor. Cf. EC 1.1.5.2. Formerly EC 1.1.99.10.",449
801,"2,6-dichloroindophenol can act as acceptor.Cf. EC 1.1.5.2.Formerly EC 1.1.99.10.",449
802,"The enzyme from mammalian kidney contains one mole of FAD per mole of enzyme.(R)-lactate, (R)-malate and meso-tartrate are good substrates. Ubiquinone-1 and the dye 2,6-dichloroindophenol can act as acceptors; NAD(+) and NADP(+) are not acceptors.",450
803,"(R)-lactate, (R)-malate and meso-tartrate are good substrates. Ubiquinone-1 and the dye 2,6-dichloroindophenol can act as acceptors; NAD(+) and NADP(+) are not acceptors.",450
804,"(R)-lactate, (R)-malate and meso-tartrate are good substrates.Ubiquinone-1 and the dye 2,6-dichloroindophenol can act as acceptors;NAD(+) and NADP(+) are not acceptors.",450
805,The enzyme needs PQQ for activity.,451
806,"A soluble, periplasmic PQQ-containing quinohemoprotein. Also contains a single heme c. Occurs in Comamonas and Pseudomonas. Does not require an amine activator. Oxidizes a wide range of primary and secondary alcohols, and also aldehydes and large substrates such as sterols; methanol is not a substrate. Usually assayed with phenazine methosulfate or ferricyanide. Like all other quinoprotein alcohol dehydrogenases it has an 8-bladed 'propeller' structure, a calcium ion bound to the PQQ in the active site and an unusual disulfide ring structure in close proximity to the PQQ.",452
807,"Occurs in Comamonas and Pseudomonas. Does not require an amine activator. Oxidizes a wide range of primary and secondary alcohols, and also aldehydes and large substrates such as sterols; methanol is not a substrate. Usually assayed with phenazine methosulfate or ferricyanide. Like all other quinoprotein alcohol dehydrogenases it has an 8-bladed 'propeller' structure, a calcium ion bound to the PQQ in the active site and an unusual disulfide ring structure in close proximity to the PQQ. Formerly EC 1.1.98.1.",452
808,"Occurs in Comamonas and Pseudomonas.Does not require an amine activator.Oxidizes a wide range of primary and secondary alcohols, and alsoaldehydes and large substrates such as sterols; methanol is not asubstrate.Usually assayed with phenazine methosulfate or ferricyanide.Like all other quinoprotein alcohol dehydrogenases it has an 8-bladed'propeller' structure, a calcium ion bound to the PQQ in the activesite and an unusual disulfide ring structure in close proximity tothe PQQ.Formerly EC 1.1.98.1.",452
809,"The enzyme is very specific for D-glucose 6-phosphate. No activity with NAD(+), NADP(+), flavin adenine dinucleotide and flavin mononucleotide (1).",454
810,"The enzyme is very specific for D-glucose 6-phosphate. No activity with NAD(+), NADP(+), flavin adenine dinucleotide and flavin mononucleotide. Formerly EC 1.1.99.34.",454
811,"The enzyme is very specific for D-glucose 6-phosphate.No activity with NAD(+), NADP(+), flavin adenine dinucleotide andflavin mononucleotide.Formerly EC 1.1.99.34.",454
812,"The enzyme, isolated from the bacterium Mycobacterium smegmatis, is involved, along with EC 1.1.1.333, decaprenylphospho-D-erythro-pentofuranosid-2-ulose 2-reductase, in the epimerization of trans,octacis-decaprenylphospho-beta-D-ribofuranose to trans,octacis-decaprenylphospho-beta-D-arabinoofuranose, the arabinosyl donor for the biosynthesis of mycobacterial cell wall arabinan polymers.",455
813,"The enzyme, isolated from the bacterium Mycobacterium smegmatis, is involved, along with EC 1.1.1.333 in the epimerization of trans,octacis-decaprenylphospho-beta-D-ribofuranose to trans,octacis-decaprenylphospho-beta-D-arabinoofuranose, the arabinosyl donor for the biosynthesis of mycobacterial cell wall arabinan polymers.",455
814,"The enzyme, isolated from the bacterium Mycobacterium smegmatis,is involved, along with EC 1.1.1.333 in the epimerization oftrans,octacis-decaprenylphospho-beta-D-ribofuranose to trans,octacis-decaprenylphospho-beta-D-arabinoofuranose, the arabinosyl donor forthe biosynthesis of mycobacterial cell wall arabinan polymers.",455
815,An enzyme complex that contains FAD and iron-sulfur clusters. The enzyme has been described in the archaea Methanosarcina mazei and Archaeoglobus fulgidus.,456
816,The enzyme isolated from the methanogenic archaea Methanogenium liminatans catalyzes the reversible oxidation of various secondary and cyclic alcohols to the corresponding ketones.,457
817,The enzyme isolated from the methanogenic archaea Methanogeniumliminatans catalyzes the reversible oxidation of various secondaryand cyclic alcohols to the corresponding ketones.,457
818,"A quinoprotein. In many bacteria, plants and animals, the osmoprotectant betaine is synthesized using different enzymes to catalyze the conversion of (1) choline into betaine aldehyde and (2) betaine aldehyde into betaine. In plants, the first reaction is catalyzed by EC 1.14.15.7, choline monooxygenase, whereas in animals and many bacteria, it is catalyzed by either membrane-bound choline dehydrogenase (EC 1.1.99.1) or soluble choline oxidase (EC 1.1.3.17) (4). The enzyme involved in the second step, EC 1.2.1.8, betaine-aldehyde dehydrogenase, appears to be the same in plants, animals and bacteria.",458
819,"In many bacteria, plants and animals, the osmoprotectant betaine is synthesized using different enzymes to catalyze the conversion of (1) choline into betaine aldehyde and (2) betaine aldehyde into betaine. In plants, the first reaction is catalyzed by EC 1.14.15.7 whereas in animals and many bacteria, it is catalyzed by either EC 1.1.99.1 or EC 1.1.3.17. The enzyme involved in the second step, EC 1.2.1.8, appears to be the same in plants, animals and bacteria.",458
820,"In many bacteria, plants and animals, the osmoprotectant betaine issynthesized using different enzymes to catalyze the conversion of (1)choline into betaine aldehyde and (2) betaine aldehyde into betaine.In plants, the first reaction is catalyzed by EC 1.14.15.7 whereas inanimals and many bacteria, it is catalyzed by either EC 1.1.99.1 orEC 1.1.3.17.The enzyme involved in the second step, EC 1.2.1.8, appears to be thesame in plants, animals and bacteria.",458
821,A flavoprotein (FAD).,460
822,A flavoprotein.,461
823,"The zinc flavoprotein (FAD) from the archaeon Archaeoglobus fulgidus cannot utilize NAD(+), cytochrome C, methylene blue or dimethylnaphthoquinone as acceptors. In vitro it is active with artificial electron acceptors such as 2,6-dichlorophenolindophenol, but the physiological acceptor is not yet known.",463
824,"The enzyme from the archaeon Archaeoglobus fulgidus cannot utilize NAD(+), cytochrome C, methylene blue or dimethylnaphthoquinone as acceptors. In vitro it is active with artificial electron acceptors such as 2,6-dichlorophenolindophenol, but the physiological acceptor is not yet known.",463
825,"The enzyme from the archaeon Archaeoglobus fulgidus cannot utilizeNAD(+), cytochrome C, methylene blue or dimethylnaphthoquinone asacceptors.In vitro it is active with artificial electron acceptors such as 2,6-dichlorophenolindophenol, but the physiological acceptor is not yetknown.",463
826,Catalyzes hydrogen transfer from C(3) or C(4) (S)-2-hydroxy acids to 2-oxo acids. It contains tightly bound nicotinamide nucleotide in its active center. This prosthetic group cannot be removed without denaturation of the protein.,464
827,Catalyzes hydrogen transfer from C(3) or C(4) (S)-2-hydroxy acids to 2-oxo acids. Contains tightly bound nicotinamide nucleotide in its active center. This prosthetic group cannot be removed without denaturation of the protein.,464
828,Catalyzes hydrogen transfer from C(3) or C(4) (S)-2-hydroxy acids to2-oxo acids.Contains tightly bound nicotinamide nucleotide in its active center.This prosthetic group cannot be removed without denaturation of theprotein.,464
829,A flavoprotein (FAD).,466
830,"2,6-dichloroindophenol can act as acceptor.",468
831,"2,6-dichloroindophenol can act as acceptor.",468
832,"2,6-dichloroindophenol can act as acceptor.",469
833,"2,6-dichloroindophenol can act as acceptor.",469
834,"A flavoprotein (FAD). The enzyme acts on D-glucose, D-galactose, D-glucosides and D-galactosides, but D-glucosides react more rapidly than D-galactosides.",470
835,"The enzyme acts on D-glucose, D-galactose, D-glucosides and D-galactosides, but D-glucosides react more rapidly than D-galactosides.",470
836,"The enzyme acts on D-glucose, D-galactose, D-glucosides andD-galactosides, but D-glucosides react more rapidly thanD-galactosides.",470
837,"Also acts on (R)-lactate. 2,6-dichloroindophenol and phenazine methosulfate can act as acceptors.",471
838,"Also acts on (R)-lactate.2,6-dichloroindophenol and phenazine methosulfate can act asacceptors.",471
839,"2,6-dichloroindophenol can act as acceptor. Also acts, more slowly, on cello-oligosaccharides, lactose and D-glucosyl-1,4-beta-D-mannose. Includes EC 1.1.5.1, cellobiose dehydrogenase (quinone), which is now known to be a proteolytic product of this enzyme. The enzyme from the white rot fungus Phanerochaete chrysosporium is unusual in having two redoxin domains, one containing a flavin and the other a protoheme group. It transfers reducing equivalents from cellobiose to two types of redox acceptor: two-electron oxidants, including redox dyes, benzoquinones and molecular oxygen and one-electron oxidants, including semiquinone species, iron(II) complexes and the model acceptor cytochrome c (9).",475
840,"2,6-dichloroindophenol can act as acceptor. Also acts, more slowly, on cello-oligosaccharides, lactose and D-glucosyl-1,4-beta-D-mannose. Includes EC 1.1.5.1, which is now known to be a proteolytic product of this enzyme. The enzyme from the white rot fungus Phanerochaete chrysosporium is unusual in having two redoxin domains, one containing a flavin and the other a protoheme group. It transfers reducing equivalents from cellobiose to two types of redox acceptor: two-electron oxidants, including redox dyes, benzoquinones and molecular oxygen and one-electron oxidants, including semiquinone species, Fe(2+) complexes and the model acceptor cytochrome c. Formerly EC 1.1.3.25.",475
841,"2,6-dichloroindophenol can act as acceptor.Also acts, more slowly, on cello-oligosaccharides, lactose andD-glucosyl-1,4-beta-D-mannose.Includes EC 1.1.5.1, which is now known to be a proteolytic productof this enzyme.The enzyme from the white rot fungus Phanerochaete chrysosporium isunusual in having two redoxin domains, one containing a flavin andthe other a protoheme group.It transfers reducing equivalents from cellobiose to two types ofredox acceptor: two-electron oxidants, including redox dyes,benzoquinones and molecular oxygen and one-electron oxidants,including semiquinone species, Fe(2+) complexes and the modelacceptor cytochrome c.Formerly EC 1.1.3.25.",475
842,"A quinoprotein. Acts on C(3)-C(16) linear-chain saturated primary alcohols, C(4)-C(7) aldehydes and on non-ionic surfactants containing polyethylene glycol residues, such as Tween 40 and 60, but not on methanol and only very slowly on ethanol. 2,6-dichloroindophenol can act as acceptor. cf. EC 1.1.99.8 alcohol dehydrogenase (acceptor).",477
843,"Acts on C(3)-C(16) linear-chain saturated primary alcohols, C(4)-C(7) aldehydes and on non-ionic surfactants containing polyethylene glycol residues, such as Tween 40 and 60, but not on methanol and only very slowly on ethanol. 2,6-dichloroindophenol can act as acceptor.",477
844,"Acts on C(3)-C(16) linear-chain saturated primary alcohols, C(4)-C(7)aldehydes and on non-ionic surfactants containing polyethylene glycolresidues, such as Tween 40 and 60, but not on methanol and only veryslowly on ethanol.2,6-dichloroindophenol can act as acceptor.",477
845,A flavoprotein (FAD).,478
846,"A quinoprotein. Also acts, more slowly, on a number of other polyols including D-sorbitol, D-arabitol, meso-erythritol, adonitol and propylene glycol.",479
847,"Also acts, more slowly, on a number of other polyols including D-sorbitol, D-arabinitol, meso-erythritol, adonitol and propylene glycol.",479
848,"Also acts, more slowly, on a number of other polyols includingD-sorbitol, D-arabinitol, meso-erythritol, adonitol and propyleneglycol.",479
849,4-hydroxybutanoate and (R)-2-hydroxyglutarate can also act as donors; 4-oxobutanoate can also act as acceptor.,481
850,"2,6-dichloroindophenol and methylene blue can act as acceptors.",483
851,"2,6-dichloroindophenol and methylene blue can act as acceptors.",483
852,"High specificity for (R)-pantolactone. Phenazine methosulfate (PMS) can act as acceptor. The enzyme has been studied in the bacterium Nocardia asteroides and shown to be membrane-bound and induced by 1,2-propanediol. The FMN cofactor is non-covalently bound.",484
853,"High specificity for (R)-pantolactone. Phenazine methosulfate (PMS) can act as acceptor. The enzyme has been studied in Nocardia asteroides and shown to be membrane-bound and induced by 1,2-propanediol.",484
854,"High specificity for (R)-pantolactone.Phenazine methosulfate (PMS) can act as acceptor.The enzyme has been studied in Nocardia asteroides and shown to bemembrane-bound and induced by 1,2-propanediol.",484
855,"D-mannose, D-xylose, D-galactose, 2-deoxy-D-glucose and L-arabinose will function as aldose substrates, but with low affinities. The ketose substrate must be in the open-chain form. The apparent affinity for fructose is low, because little of the fructose substrate is in the open-chain form. Xylulose and glycerone (dihydroxyacetone) will replace fructose, but they are poor substrates. The enzyme from Zymomonas mobilis contains tightly bound NADP(+).",485
856,"D-mannose, D-xylose, D-galactose, 2-deoxy-D-glucose and L-arabinosewill function as aldose substrates, but with low affinities.The ketose substrate must be in the open-chain form.The apparent affinity for fructose is low, because little of thefructose substrate is in the open-chain form.Xylulose and glycerone (dihydroxyacetone) will replace fructose,but they are poor substrates.The enzyme from Zymomonas mobilis contains tightly bound NADP(+).",485
857,"Requires FAD. A number of aldoses and ketoses in pyranose form, as well as glycosides, gluco-oligosaccharides, sucrose and lactose can act as a donor. 1,4-benzoquinone or ferricenium ion (ferrocene oxidized by removal of one electron) can serve as acceptor. Unlike EC 1.1.3.10, pyranose oxidase, this fungal enzyme does not interact with O(2) and exhibits extremely broad substrate tolerance with variable regioselectivity (C-3, C-2 or C-3 + C-2 or C-3 + C-4) for (di)oxidation of different sugars. D-glucose is exclusively or preferentially oxidized at C-3 (depending on the enzyme source), but can also be oxidized at C-2 + C-3. The enzyme also acts on 1-&gt;4-alpha- and 1-&gt;4-beta-gluco-oligosaccharides, non-reducing gluco-oligosaccharides and L-arabinose, which are not substrates of EC 1.1.3.10. Sugars are oxidized in their pyranose but not in their furanose form.",486
858,"A number of aldoses and ketoses in pyranose form, as well as glycosides, gluco-oligosaccharides, sucrose and lactose can act as a donor. 1,4-benzoquinone or ferricenium ion (ferrocene oxidized by removal of one electron) can serve as acceptor. Unlike EC 1.1.3.10, this fungal enzyme does not interact with O(2) and exhibits extremely broad substrate tolerance with variable regioselectivity (C-3, C-2 or C-3 + C-2 or C-3 + C-4) for (di)oxidation of different sugars. D-glucose is exclusively or preferentially oxidized at C-3 (depending on the enzyme source), but can also be oxidized at C-2 + C-3. The enzyme also acts on 1-&gt;4-alpha- and 1-&gt;4-beta-gluco-oligosaccharides, non-reducing gluco-oligosaccharides and L-arabinose, which are not substrates of EC 1.1.3.10. Sugars are oxidized in their pyranose but not in their furanose form.",486
859,"A number of aldoses and ketoses in pyranose form, as well asglycosides, gluco-oligosaccharides, sucrose and lactose can act as adonor.1,4-benzoquinone or ferricenium ion (ferrocene oxidized by removal ofone electron) can serve as acceptor.Unlike EC 1.1.3.10, this fungal enzyme does not interact with O(2)and exhibits extremely broad substrate tolerance with variableregioselectivity (C-3, C-2 or C-3 + C-2 or C-3 + C-4) for(di)oxidation of different sugars.D-glucose is exclusively or preferentially oxidized at C-3 (dependingon the enzyme source), but can also be oxidized at C-2 + C-3.The enzyme also acts on 1->4-alpha- and 1->4-beta-gluco-oligosaccharides, non-reducing gluco-oligosaccharides andL-arabinose, which are not substrates of EC 1.1.3.10.Sugars are oxidized in their pyranose but not in their furanose form.",486
860,"Contains [4Fe-4S] and a mononucleotide molybdenum (pyranopterin) cofactor. Has broad substrate specificity, with 2-oxo-monocarboxylates and 2-oxo-dicarboxylates acting as substrates. Branching in a substrate at the C-3 position results in loss of activity. The enzyme from Proteus sp. is inactivated by oxygen.",487
861,"Has broad substrate specificity, with 2-oxo-monocarboxylates and 2-oxo-dicarboxylates acting as substrates. Branching in a substrate at the C-3 position results in loss of activity. The enzyme from Proteus sp. is inactivated by oxygen.",487
862,"Has broad substrate specificity, with 2-oxo-monocarboxylates and2-oxo-dicarboxylates acting as substrates.Branching in a substrate at the C-3 position results in loss ofactivity.The enzyme from Proteus sp. is inactivated by oxygen.",487
863,"This enzyme is a member of the FMN-dependent alpha-hydroxy-acid oxidase/dehydrogenase family (1). While all enzymes of this family oxidize the (S)-enantiomer of an alpha-hydroxy acid to an alpha-oxo acid, the ultimate oxidant (oxygen, intramolecular heme or some other acceptor) depends on the particular enzyme. This enzyme transfers the electron pair from FMNH(2) to a component of the electron transport chain, most probably ubiquinone (1,2). It is part of a metabolic pathway in Pseudomonads that allows these organisms to utilize mandelic acid, derivatized from the common soil metabolite amygdalin, as the sole source of carbon and energy (2). The enzyme has a large active-site pocket and preferentially binds substrates with longer sidechains, e.g. 2-hydroxyoctanoate rather than 2-hydroxybutyrate (1). It also prefers substrates that, like (S)-mandelate, have beta unsaturation, e.g. (indol-3-yl)glycolate compared with (indol-3-yl)lactate (1). Esters of mandelate, such as methyl (S)-mandelate, are also substrates (3).",488
864,"While all enzymes of this family oxidize the (S)-enantiomer of an alpha-hydroxy acid to an alpha-oxo acid, the ultimate oxidant (oxygen, intramolecular heme or some other acceptor) depends on the particular enzyme. Transfers the electron pair from FMNH(2) to a component of the electron transport chain, most probably ubiquinone. It is part of a metabolic pathway in Pseudomonads that allows these organisms to utilize mandelic acid, derivatized from the common soil metabolite amygdalin, as the sole source of carbon and energy. Has a large active-site pocket and preferentially binds substrates with longer sidechains, e.g. 2-hydroxyoctanoate rather than 2-hydroxybutyrate. It also prefers substrates that, like (S)-mandelate, have beta unsaturation, e.g. (indol-3-yl)glycolate compared with (indol-3-yl)lactate. Esters of mandelate, such as methyl (S)-mandelate, are also substrates.",488
865,"While all enzymes of this family oxidize the (S)-enantiomer of analpha-hydroxy acid to an alpha-oxo acid, the ultimate oxidant(oxygen, intramolecular heme or some other acceptor) depends on theparticular enzyme.Transfers the electron pair from FMNH(2) to a component of theelectron transport chain, most probably ubiquinone.It is part of a metabolic pathway in Pseudomonads that allows theseorganisms to utilize mandelic acid, derivatized from the common soilmetabolite amygdalin, as the sole source of carbon and energy.Has a large active-site pocket and preferentially binds substrateswith longer sidechains, e.g. 2-hydroxyoctanoate rather than2-hydroxybutyrate.It also prefers substrates that, like (S)-mandelate, have betaunsaturation, e.g. (indol-3-yl)glycolate compared with (indol-3-yl)lactate.Esters of mandelate, such as methyl (S)-mandelate, are alsosubstrates.",488
866,"The product, L-sorbosone, is an intermediate in bacterial 2-keto-L-gulonic-acid formation. The activity of this membrane-bound enzyme is stimulated by Fe(III) or Co(2+) but is inhibited by Cu(2+). The enzyme is highly specific for L-sorbose as other sugars, such as glucose, mannitol and sorbitol, are not substrates. Phenazine methosulfate and DCIP can act as artificial acceptors.",489
867,"The product, 1-dehydro-L-sorbose, is an intermediate in bacterial 2-keto-L-gulonic-acid formation. The activity of this membrane-bound enzyme is stimulated by Fe(III) or Co(2+) but is inhibited by Cu(2+). Highly specific for L-sorbose as other sugars, such as glucose, mannitol and sorbitol, are not substrates. Phenazine methosulfate and DCIP can act as artificial acceptors.",489
868,"The product, 1-dehydro-L-sorbose, is an intermediate in bacterial2-keto-L-gulonic-acid formation.The activity of this membrane-bound enzyme is stimulated by Fe(III)or Co(2+) but is inhibited by Cu(2+).Highly specific for L-sorbose as other sugars, such as glucose,mannitol and sorbitol, are not substrates.Phenazine methosulfate and DCIP can act as artificial acceptors.",489
869,"Formate dehydrogenase H is a cytoplasmic enzyme that oxidizes formate without oxygen transfer, transferring electrons to a hydrogenase. The two enzymes form the formate-hydrogen lyase complex (1). The enzyme contains an [4Fe-4S] cluster, a selenocysteine residue and a molybdopterin cofactor (1).",490
870,"Formate dehydrogenase H is a cytoplasmic enzyme that oxidizes formate without oxygen transfer, transferring electrons to a hydrogenase. The two enzymes form the formate-hydrogen lyase complex. The enzyme contains a selenocysteine residue.",490
871,"Formate dehydrogenase H is a cytoplasmic enzyme that oxidizes formatewithout oxygen transfer, transferring electrons to a hydrogenase.The two enzymes form the formate-hydrogen lyase complex.The enzyme contains a selenocysteine residue.",490
872,"Soluble periplasmic enzyme containing PQQ as prosthetic group, bound to a calcium ion. Electron acceptor is not known. It is assayed with Wurster's Blue or phenazine methosulfate. It has negligible sequence or structure similarity to other quinoproteins. It catalyzes an exceptionally high rate of oxidation of a wide range of aldose sugars, including D-glucose, galactose, arabinose and xylose, and also the disaccharides lactose, cellobiose and maltose. It has been described only in Acinetobacter calcoaceticus.",492
873,"Soluble periplasmic enzyme containing PQQ as prosthetic group, boundto a calcium ion.Electron acceptor is not known.It is assayed with Wurster's Blue or phenazine methosulfate.It has negligible sequence or structure similarity to otherquinoproteins.It catalyzes an exceptionally high rate of oxidation of a wide rangeof aldose sugars, including D-glucose, galactose, arabinose andxylose, and also the disaccharides lactose, cellobiose and maltose.It has been described only in Acinetobacter calcoaceticus.",492
