id_syn,synonyme,id_enzyme
2537,N-methyltetrahydrofolate:L-homocysteine methyltransferase,1865
2538,Tetrahydrofolate methyltransferase,1865
2539,Tetrahydropteroylglutamate methyltransferase,1865
2540,Tetrahydropteroylglutamic methyltransferase,1865
2541,Vitamin B12 methyltransferase,1865
2542,Cobalamin-independent methionine synthase,1866
2543,Homocysteine methylase,1866
2544,Methionine synthase (cobalamin-independent),1866
2545,Methyltetrahydropteroylpolyglutamate:homocysteine methyltransferase,1866
2546,Tetrahydropteroylglutamate-homocysteine transmethylase,1866
2547,Cyclopropane synthetase,1868
2548,Unsaturated-phospholipid methyltransferase,1868
2549,Glycine methyltransferase,1872
2550,N-methylglutamate synthase,1873
2551,Noradrenaline N-methyltransferase,1880
2552,N(7)-methylguanine methylase,1885
2553,tRNA (m(7)G(46)) methyltransferase,1885
2554,tRNA (m7G46)-methyltransferase,1885
2555,tRNA guanine 7-methyltransferase,1885
2556,tRNA (Gm18) 2'-O-methyltransferase,1886
2557,tRNA (Gm18) methyltransferase,1886
2558,5-methyluridine(54) tRNA methyltransferase,1887
2559,M(5)U(54)-methyltransferase,1887
2560,M5U-methyltransferase,1887
2561,Ribothymidyl synthase,1887
2562,RUMT,1887
2563,Transfer RNA uracil 5-methyltransferase,1887
2564,Transfer RNA uracil methylase,1887
2565,Transfer RNA uracil(54) 5-methyltransferase,1887
2566,Transfer RNA uracil(54) methylase,1887
2567,tRNA uracil 5-methyltransferase,1887
2568,tRNA uracil(54) 5-methyltransferase,1887
2569,tRNA(m(5)U(54))methyltransferase,1887
2570,"tRNA(uracil-54,C(5))-methyltransferase",1887
2571,tRNA:m(5)U(54)-methyltransferase,1887
2572,Cytosine 5-methyltransferase,1889
2573,Cytosine DNA methylase,1889
2574,Cytosine DNA methyltransferase,1889
2575,Cytosine-specific DNA methyltransferase,1889
2576,Deoxyribonucleate methylase,1889
2577,Deoxyribonucleate methyltransferase,1889
2578,Deoxyribonucleic (cytosine-5-)-methyltransferase,1889
2579,Deoxyribonucleic acid (cytosine-5-)-methyltransferase,1889
2580,Deoxyribonucleic acid methylase,1889
2581,Deoxyribonucleic acid methyltransferase,1889
2582,Deoxyribonucleic acid modification methylase,1889
2583,Deoxyribonucleic methylase,1889
2584,DNA 5-cytosine methylase,1889
2585,DNA cytosine C(5) methylase,1889
2586,DNA cytosine methylase,1889
2587,DNA methylase,1889
2588,DNA methyltransferase,1889
2589,DNA transmethylase,1889
2590,DNA-cytosine 5-methylase,1889
2591,DNA-cytosine methyltransferase,1889
2592,Methylphosphotriester-DNA methyltransferase,1889
2593,Modification methylase,1889
2594,Restriction-modification system,1889
2595,Site-specific DNA-methyltransferase (cytosine-specific),1889
2596,Type II DNA methylase,1889
2597,Inositol L-1-methyltransferase,1891
2598,Myo-inositol 1-methyltransferase,1891
2599,Myo-inositol 1-O-methyltransferase,1891
2600,S-adenosyl-L-methionine:myo-inositol 1-O-methyltransferase,1891
2601,Inositol 3-O-methyltransferase,1892
2602,Inositol D-1-methyltransferase,1892
2603,Myo-inositol 3-O-methyltransferase,1892
2604,S-adenosyl-L-methionine:myo-inositol 3-O-methyltransferase,1892
2605,S-adenosylmethionine:myo-inositol 3-methyltransferase,1892
2606,24-sterol C-methyltransferase,1893
2607,Delta(24)-methyltransferase,1893
2608,Delta(24)-sterol methyltransferase,1893
2609,Phytosterol methyltransferase,1893
2610,S-adenosyl-4-methionine:sterol Delta(24)-methyltransferase,1893
2611,S-adenosyl-L-methionine:Delta(24(23))-sterol methyltransferase,1893
2612,SMT1,1893
2613,Zymosterol-24-methyltransferase,1893
2614,o-dihydric phenol methyltransferase,1894
2615,Quercetin 3'-O-methyltransferase,1894
2616,Protein methylase 3,1895
2617,Protein methylase III,1895
2618,Protein methyltransferase II,1895
2619,Protein-lysine N-methyltransferase,1895
2620,Dimethylhistidine N-methyltransferase,1896
2621,Indolepyruvate 3-methyltransferase,1899
2622,Indolepyruvate methyltransferase,1899
2623,Indolepyruvic acid methyltransferase,1899
2624,Arylamine N-methyltransferase,1901
2625,Nicotine N-methyltransferase,1901
2626,Tryptamine N-methyltransferase,1901
2627,Guanine-7-methyltransferase,1908
2628,Messenger ribonucleate guanine 7-methyltransferase,1908
2629,Messenger RNA guanine 7-methyltransferase,1908
2630,Cap1-MTase,1909
2631,mRNA (nucleoside-2'-O)-methyltransferase,1909
2632,Cytochrome c (lysine) methyltransferase,1911
2633,Cytochrome c methyltransferase,1911
2634,Cytochrome c-specific protein methylase III,1911
2635,Cytochrome c-specific protein-lysine methyltransferase,1911
2636,6-O-methylguanine-DNA methyltransferase,1915
2637,O-6-methylguanine-DNA-alkyltransferase,1915
2638,Bergaptol 5-O-methyltransferase,1921
2639,Bergaptol methyltransferase,1921
2640,Bergaptol O-methyltransferase,1921
2641,BMT,1921
2642,Furanocoumarin 5-methyltransferase,1921
2643,Furanocoumarin 5-O-methyltransferase,1921
2644,Furanocoumarin 8-methyltransferase,1922
2645,Furanocoumarin 8-O-methyl-transferase,1922
2646,Xanthotoxol 8-O-methyltransferase,1922
2647,XMT,1922
2648,Modification methylase,1924
2649,N-6 adenine-specific DNA methylase,1924
2650,Restriction-modification system,1924
2651,Folate-dependent ribothymidyl synthase,1926
2652,Folate/FAD-dependent tRNA T54 methyltransferase,1926
2653,Flavonoid O-methyltransferase,1927
2654,Flavonol 3-O-methyltransferase,1928
2655,L-isoaspartyl protein carboxyl methyltransferase,1929
2656,Protein beta-aspartate O-methyltransferase,1929
2657,Protein D-aspartate methyltransferase,1929
2658,Protein L-isoaspartyl methyltransferase,1929
2659,CFA synthase,1931
2660,Cyclopropane fatty acid synthase,1931
2661,Cyclopropane synthetase,1931
2662,Unsaturated-phospholipid methyltransferase,1931
2663,Methyl-accepting chemotaxis protein O-methyltransferase,1932
2664,3-methylquercitin 7-O-methyltransferase,1934
2665,7-OMT,1934
2666,Flavonol 7-methyltransferase,1934
2667,Flavonol 7-O-methyltransferase,1934
2668,"3,7-dimethylquercitin 4'-O-methyltransferase",1935
2669,4'-OMT,1935
2670,Flavonol 4'-methyltransferase,1935
2671,Flavonol 4'-O-methyltransferase,1935
2672,Flavonol 6-O-methyltransferase,1936
2673,Protein methylase IV,1937
2674,N(5)-methyltetrahydromethanopterin--coenzyme M methyltransferase,1938
2675,Tetrahydromethanopterin methyltransferase,1938
2676,8-hydroxyquercitin 8-O-methyltransferase,1940
2677,Flavonol 8-O-methyltransferase,1940
2678,Methanol--5-hydroxybenzimidazolylcobamide Co-methyltransferase,1942
2679,Aldoxime methyltransferase,1943
2680,11-demethyl-17-deacetylvindoline 11-methyltransferase,1946
2681,11-O-demethyl-17-O-deacetylvindoline O-methyltransferase,1946
2682,S-adenosyl-L-methionine:11-O-demethyl-17-O-deacetylvindoline 11-O-methyltransferase,1946
2683,"16-methoxy-2,3-dihydro-3-hydroxytabersonine methyltransferase",1951
2684,"16-methoxy-2,3-dihydro-3-hydroxytabersonine N-methyltransferase",1951
2685,NMT,1951
2686,"S-adenosyl-L-methionine:16-methoxy-2,3-dihydro-3-hydroxytabersonineN-methyltransferase",1951
2687,Isoprenylcysteine carboxylmethyltransferase,1952
2688,Prenylated protein carboxyl methyltransferase,1952
2689,Prenylcysteine carboxyl methyltransferase,1952
2690,MOMT,1953
2691,DMOMT,1954
2692,Trans-caffeoyl-CoA 3-O-methyltransferase,1956
2693,Adenosylmethionine-uroporphyrinogen III methyltransferase,1959
2694,S-adenosyl-L-methionine-dependent uroporphyrinogen III methylase,1959
2695,SUMT,1959
2696,Urogen III methylase,1959
2697,Uroporphyrin-III C-methyltransferase,1959
2698,Uroporphyrinogen III methylase,1959
2699,Uroporphyrinogen methyltransferase,1959
2700,Uroporphyrinogen-III methylase,1959
2701,Uroporphyrinogen-III methyltransferase,1959
2702,O-methyltransferase II,1962
2703,S-adenosyl-L-methionine:sterigmatocystin 7-O-methyltransferase,1962
2704,Sterigmatocystin 7-O-methyltransferase,1962
2705,Sterigmatocystin methyltransferase,1962
2706,Modification methylase,1965
2707,N(4)-cytosine-specific DNA methylase,1965
2708,Restriction-modification system,1965
2709,"3,4-dihydroxy-5-hexaprenylbenzoate methyltransferase",1966
2710,DHHB methyltransferase,1966
2711,DHHB O-methyltransferase,1966
2712,DHHB-Mt,1966
2713,Dihydroxyhexaprenylbenzoate methyltransferase,1966
2714,(RS)-tetrahydrobenzylisoquinoline N-methyltransferase,1967
2715,Norreticuline N-methyltransferase,1967
2716,Tetrahydroprotoberberine cis-N-methyltransferase,1974
2717,Histone protein methylase,1977
2718,Protein methylase I,1977
2719,Protein-arginine N-methyltransferase,1977
2720,Myelin basic protein methylase,1978
2721,Protein methylase I,1978
2722,Protein-arginine N-methyltransferase,1978
2723,Ribulose-bisphosphate-carboxylase/oxygenase N-methyltransferase,1979
2724,RuBisCO LSMT,1979
2725,RuBisCO methyltransferase,1979
2726,Myo-inositol 4-O-methyltransferase,1981
2727,Myo-inositol 6-O-methyltransferase,1981
2728,S-adenosyl-L-methionine:myo-inositol 4-O-methyltransferase,1981
2729,Precorrin-2 C20-methyltransferase,1982
2730,S-adenosyl-L-methionine--precorrin-2 methyltransferase,1982
2731,Precorrin-3 methylase,1983
2732,Precorrin-3 methyltransferase,1983
2733,Precorrin-3B C17-methyltransferase,1983
2734,Precorrin-6 methyltransferase,1984
2735,"Precorrin-6Y C(5,15)-methyltransferase (decarboxylating)",1984
2736,Precorrin-6Y methylase,1984
2737,Precorrin-3 methylase,1985
2738,Precorrin-4 C11-methyltransferase,1985
2739,Halogenated phenol O-methyltransferase,1988
2740,Trichlorophenol O-methyltransferase,1988
2741,Methylarsonite methyltransferase,1989
2742,S-adenosyl-L-methionine:arsenic(III) methyltransferase,1989
2743,S-adenosyl-L-methionine:methylarsonite As-methyltransferase,1989
2744,3'-demethoxy-3'-hydroxystaurosporine O-methyltransferase,1991
2745,Staurosporine synthase,1991
2746,Jasmonic acid carboxyl methyltransferase,1993
2747,Sterol C-methyltransferase,1994
2748,24-methylenelophenol C-24(1)-methyltransferase,1995
2749,SMT(2),1995
2750,FDTS,2000
2751,Flavin dependent thymidylate synthase,2000
2752,Cobalt-precorrin-2 C(20)-methyltransferase,2003
2753,Precorrin-6X synthase (deacetylating),2004
2754,Chalcone OMT,2006
2755,CHMT,2006
2756,F 4'-OMT,2007
2757,S-adenosyl-L-methionine:flavonoid 4'-O-methyltransferase,2007
2758,Glycine sarcosine N-methyltransferase,2008
2759,Glycine-sarcosine methyltransferase,2008
2760,GMT,2008
2761,GSMT,2008
2762,ApDMT,2009
2763,Sarcosine dimethylglycine N-methyltransferase,2009
2764,Sarcosine-dimethylglycine methyltransferase,2009
2765,SDMT,2009
2766,Xanthosine methyltransferase,2010
2767,XMT,2010
2768,XRS1,2010
2769,Monomethylxanthine methyltransferase,2011
2770,MXMT,2011
2771,3N-methyltransferase,2012
2772,Dimethylxanthine methyltransferase,2012
2773,DMT,2013
2774,Glycine sarcosine dimethylglycine N-methyltransferase,2014
2775,GSDMT,2014
2776,2-demethylmenaquinone methyltransferase,2015
2777,"2-heptaprenyl-1,4-naphthoquinone methyltransferase",2015
2778,Demethylmenaquinone C-methylase,2015
2779,Methyl chloride transferase,2017
2780,FTSJ,2018
2781,Um(2552) 23S ribosomal RNA methyltransferase,2018
2782,Um2552 methyltransferase,2018
2783,Mitochondrial rRNA MTase 2,2020
2784,M(2)G966 methyltransferase,2023
2785,M(2)G1207 methyltransferase,2024
2786,Ribosomal RNA large subunit methyltransferase G,2026
2787,Pseudouridine methyltransferase,2029
2788,Psi(1915)-specific methyltransferase,2029
2789,rRNA large subunit methyltransferase H,2029
2790,Sisomicin-gentamicin methyltransferase,2031
2791,rRNA large subunit methyltransferase F,2033
2792,23S rRNA m(1)G(745) methyltransferase,2039
2793,Ribosomal RNA(m(1)G)-methylase,2039
2794,23S rRNA m(1)G(748) methyltransferase,2040
2795,rRNA large subunit methyltransferase II,2040
2796,Tylosin-resistance methyltransferase RlmA(II),2040
2797,RNA uridine methyltransferase A,2042
2798,rRNA large subunit methyltransferase I,2043
2799,M(3)U(1498) specific methyltransferase,2045
2800,Cobalt-precorrin-6A synthase,2047
2801,Cobalt-precorrin-6Y (C(15))-methyltransferase (decarboxylating),2048
2802,TrMet(Xm32),2052
2803,tRNA (cytidine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase,2059
2804,tRNA methyltransferase L,2059
2805,1-HO-carotenoid methylase,2062
2806,1-hydroxycarotenoid methylase,2062
2807,1-hydroxycarotenoid O-methylase,2062
2808,"N(2),N(2)-dimethylguanosine tRNA methyltransferase",2065
2809,tRNA (m(2)(2)G(26))dimethyltransferase,2068
2810,tRNA m(1)A(9)-methyltransferase,2070
2811,tRNA(m(1)G(9)/m(1)A(9))-methyltransferase,2070
2812,tRNA (m(1)A(58)) methyltransferase,2072
2813,tRNA m(1)A(58) methyltransferase,2072
2814,tRNA m(1)G(9) MTase,2073
2815,tRNA m(1)G(9)-methyltransferase,2073
2816,2-octaprenyl-6-hydroxyphenol methylase,2074
2817,Transfer RNA (m(1)G(37)) methyltransferase,2080
2818,tRNA (m(1)G(37)) methyltransferase,2080
2819,tRNA-(N(1)G37) methyltransferase,2080
2820,tRNA methyltransferase 9,2081
2821,23S rRNA A(1067) 2'-methyltransferase,2082
2822,Nosiheptide-resistance methyltransferase,2082
2823,Thiostrepton-resistance methylase,2082
2824,4'-hydroxyisoflavone methyltransferase,2083
2825,Isoflavone O-methyltransferase,2083
2826,Leucine carboxy methyltransferase-1,2085
2827,Pterostilbene synthase,2092
2828,Resveratrol O-methyltransferase,2092
2829,OMT BX7,2093
2830,M(2)G(1516) methyltransferase,2094
2831,MT2-A,2099
2832,Monomethylamine methyltransferase,2100
2833,Dimethylamine methyltransferase,2101
2834,Trimethylamine methyltransferase,2102
2835,Tetramethylammonium methyltransferase,2104
2836,2-methyl-GPP synthase,2107
2837,Geranyl pyrophosphate methyltransferase,2107
2838,GPP methyltransferase,2107
2839,GPPMT,2107
2840,MGPPS,2107
2841,M(2)G6 methyltransferase,2108
2842,Methyltransferase Trm14,2108
2843,M(1)-Psi methyltransferase,2109
2844,Ribulose-bisphosphate-carboxylase/oxygenase N-methyltransferase,2111
2845,RuBisCO methyltransferase,2111
2846,S-adenosyl-L-methionine:[3-phospho-D-glycerate-carboxy-lyase(dimerizing)]-lysine 6-N-methyltransferase,2111
2847,23S rRNA m(7)G(2069) methyltransferase,2116
2848,M(6)A(2030) methyltransferase,2118
2849,Dimethylsulfoniopropionate-dependent demethylase A,2121
2850,HM3OMT,2122
2851,Salicylate O-methyltransferase,2126
2852,Gibberellin A(4) O-methyltransferase,2128
2853,IAA carboxylmethyltransferase,2130
2854,T-anol O-methyltransferase,2131
2855,Phenylpyruvate C-beta-methyltransferase,2133
2856,Phenylpyruvate methyltransferase,2133
2857,tRNA-yW synthesizing enzyme-3,2134
2858,25S rRNA m(1)A(2142) methyltransferase,2138
2859,25S rRNA m(1)A(645) methyltransferase,2139
2860,tRNA-yW synthesizing enzyme-4,2142
2861,"2-methyl-6-solanyl-1,4-hydroquinone methyltransferase",2147
2862,MPBQ/MSBQ methyltransferase,2147
2863,Cap2-MTase,2148
2864,mRNA (nucleoside-2'-O)-methyltransferase,2148
2865,N(5)-glutamine MTase,2149
2866,N(5)-glutamine S-adenosyl-L-methionine dependent methyltransferase,2149
2867,N-terminal monomethylase,2151
2868,PavNMT,2152
2869,O-methyltransferase 12,2153
2870,Serine aldolase,2169
2871,Serine hydroxymethylase,2169
2872,Serine hydroxymethyltransferase,2169
2873,Threonine aldolase,2169
2874,2-amino-N-ribosylacetamide 5'-phosphate transformylase,2170
2875,5'-phosphoribosylglycinamide transformylase,2170
2876,"5,10-methenyltetrahydrofolate:2-amino-N-ribosylacetamide ribonucleotidetransformylase",2170
2877,GAR formyltransferase,2170
2878,GAR TFase,2170
2879,GAR transformylase,2170
2880,GART,2170
2881,Glycinamide ribonucleotide transformylase,2170
2882,10-formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase,2171
2883,5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase,2171
2884,5-amino-1-ribosyl-4-imidazolecarboxamide 5'-phosphate transformylase,2171
2885,5-amino-4-imidazolecarboxamide ribonucleotide transformylase,2171
2886,5-amino-4-imidazolecarboxamide ribotide transformylase,2171
2887,AICAR formyltransferase,2171
2888,AICAR transformylase,2171
2889,Aminoimidazolecarboxamide ribonucleotide transformylase,2171
2890,FIG formiminotransferase,2172
2891,Formiminoglycine formiminotransferase,2172
2892,Glycine formiminotransferase,2172
2893,Formiminoglutamic acid transferase,2173
2894,Formiminoglutamic formiminotransferase,2173
2895,Glutamate formiminotransferase,2173
2896,Glutamate formyltransferase,2173
2897,2-methylserine hydroxymethyltransferase,2175
2898,D-alanine hydroxymethyltransferase,2175
2899,dCMP hydroxymethylase,2176
2900,Deoxycytidylate hydroxymethylase,2176
2901,Deoxycytidylate hydroxymethyltransferase,2176
2902,Formylmethionyl-transfer ribonucleic synthetase,2177
2903,Methionyl ribonucleic formyltransferase,2177
2904,Methionyl-transfer ribonucleate methyltransferase,2177
2905,Methionyl-transfer ribonucleic transformylase,2177
2906,Methionyl-transfer RNA transformylase,2177
2907,Methionyl-tRNA Met formyltransferase,2177
2908,Methionyl-tRNA transformylase,2177
2909,N(10)-formyltetrahydrofolic-methionyl-transfer ribonucleictransformylase,2177
2910,Glycine synthase,2178
2911,Glycine-cleavage system T-protein,2178
2912,Tetrahydrofolate aminomethyltransferase,2178
2913,Alpha-ketoisovalerate hydroxymethyltransferase,2179
2914,Dehydropantoate hydroxymethyltransferase,2179
2915,Ketopantoate hydroxymethyltransferase,2179
2916,ArnAFT,2181
2917,UDP-L-Ara4N formyltransferase,2181
2918,Methylmalonyl-CoA carboxyltransferase,2183
2919,Transcarboxylase,2183
2920,Aspartate transcarbamylase,2184
2921,ATCase,2184
2922,Carbamylaspartotranskinase,2184
2923,Citrulline phosphorylase,2185
2924,Ornithine transcarbamylase,2185
2925,OTC,2185
2926,OTCase,2185
2927,Oxamic transcarbamylase,2187
2928,Lysine transcarbamylase,2190
2929,Acetylornithine transcarbamylase,2191
2930,AOTC,2191
2931,N-acetylornithine transcarbamylase,2191
2932,N-succinyl-L-ornithine transcarbamylase,2193
2933,SOTCase,2193
2934,Succinylornithine transcarbamylase,2193
2935,L-arginine:glycine amidinotransferase,2197
2936,Inosamine-P amidinotransferase,2198
2937,Inosamine-phosphate amidinotransferase,2198
2938,L-arginine:inosamine phosphate amidinotransferase,2198
2939,L-arginine:inosamine-P-amidinotransferase,2198
2940,Glycoaldehyde transferase,2199
2941,Dihydroxyacetone transferase,2200
2942,Glycerone transferase,2200
2943,DHAS,2201
2944,Dihydroxyacetone synthase,2201
2945,Glycerone synthase,2201
2946,1-deoxy-D-altro-heptulose-7-phosphate synthetase,2202
2947,2-hydroxy-3-oxoadipate glyoxylate-lyase (carboxylating),2203
2948,2-hydroxy-3-oxoadipate synthetase,2203
2949,Alpha-ketoglutaric-glyoxylic carboligase,2203
2950,Oxoglutarate: glyoxylate carboligase,2203
2951,Acetohydroxy acid synthetase,2204
2952,Acetohydroxyacid synthase,2204
2953,Acetolactate pyruvate-lyase (carboxylating),2204
2954,Acetolactic synthetase,2204
2955,Alpha-acetohydroxy acid synthetase,2204
2956,Alpha-acetohydroxyacid synthase,2204
2957,Alpha-acetolactate synthase,2204
2958,Alpha-acetolactate synthetase,2204
2959,1-deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating),2205
2960,1-deoxyxylulose-5-phosphate synthase,2205
2961,DXP-synthase,2205
2962,SEPHCHC synthase,2207
2963,ADH synthase,2208
2964,DKFP synthase,2209
2965,N-acetylglutamate synthase,2210
2966,Imidazole acetylase,2211
2967,Glucosamine acetylase,2212
2968,Aminodeoxyglucosephosphate acetyltransferase,2213
2969,D-glucosamine-6-P N-acetyltransferase,2213
2970,Glucosamine 6-phosphate acetylase,2213
2971,Glucosamine 6-phosphate N-acetyltransferase,2213
2972,Glucosamine-6-phosphate acetylase,2213
2973,N-acetylglucosamine-6-phosphate synthase,2213
2974,Phosphoglucosamine acetylase,2213
2975,Phosphoglucosamine N-acetylase,2213
2976,Phosphoglucosamine transacetylase,2213
2977,Arylamine acetylase,2214
2978,CHOACTase,2215
2979,Choline acetylase,2215
2980,Carnitine acetylase,2216
2981,Phosphoacylase,2217
2982,Phosphotransacetylase,2217
2983,Acetoacetyl-CoA thiolase,2218
2984,Thioethanolamine acetyltransferase,2220
2985,Thioltransacetylase B,2220
2986,Acetyl-CoA:dihydrolipoamide S-acetyltransferase,2221
2987,Dihydrolipoamide S-acetyltransferase,2221
2988,Dihydrolipoate acetyltransferase,2221
2989,Dihydrolipoic transacetylase,2221
2990,Dihydrolipoyl acetyltransferase,2221
2991,Lipoate acetyltransferase,2221
2992,Lipoate transacetylase,2221
2993,Lipoic acetyltransferase,2221
2994,Lipoic acid acetyltransferase,2221
2995,Lipoic transacetylase,2221
2996,Lipoylacetyltransferase,2221
2997,Thioltransacetylase A,2221
2998,Transacetylase X,2221
2999,Glycerol-3-phosphate O-acyltransferase,2224
3000,3-ketoacyl-CoA thiolase,2225
3001,Beta-ketothiolase,2225
3002,Thiogalactoside acetyltransferase,2227
3003,Phosphotransbutyrylase,2228
3004,Diglyceride acyltransferase,2229
3005,Acylglycerol palmitoyltransferase,2231
3006,Monoglyceride acyltransferase,2231
3007,Lysolecithin acyltransferase,2232
3008,Cholesterol acyltransferase,2235
3009,Sterol-ester synthase,2235
3010,2-amino-3-ketobutyrate coenzyme A ligase,2238
3011,Homoserine O-trans-acetylase,2240
3012,Homoserine transacetylase,2240
3013,LAT,2241
3014,Lysine acetyltransferase,2241
3015,Lysine N(6)-acetyltransferase,2241
3016,Acetylglutamate synthetase,2244
3017,Acetylglutamate-acetylornithine transacetylase,2244
3018,Acetylglutamic synthetase,2244
3019,Acetylglutamic-acetylornithine transacetylase,2244
3020,Acetylornithinase,2244
3021,Acetylornithine glutamate acetyltransferase,2244
3022,Glutamate acetyltransferase,2244
3023,N-acetyl-L-glutamate synthetase,2244
3024,N-acetylglutamate synthase,2244
3025,N-acetylglutamate synthetase,2244
3026,Ornithine acetyltransferase,2244
3027,Ornithine transacetylase,2244
3028,5-aminolevulinic acid synthase,2246
3029,ALAS,2246
3030,Delta-ALA synthetase,2246
3031,Delta-aminolevulinate synthase,2246
3032,ACAT,2247
3033,Acetyl coenzyme A-acyl-carrier-protein transacylase,2247
3034,ACP acetyltransferase,2247
3035,Acyl-carrier-protein acetyltransferase,2247
3036,Acyl carrier protein malonyltransferase,2248
3037,Malonyl coenzyme A-acyl carrier protein transacylase,2248
3038,Malonyl transacylase,2248
3039,Malonyl transferase,2248
3040,Malonyl-CoA-acyl carrier protein transacylase,2248
3041,Malonyl-CoA/dephospho-CoA acyltransferase,2248
3042,MCAT,2248
3043,3-ketoacyl-acyl carrier protein synthase,2250
3044,3-oxoacyl-[acyl-carrier-protein] synthase,2250
3045,Acyl-malonyl acyl carrier protein-condensing enzyme,2250
3046,Acyl-malonyl(acyl-carrier-protein)-condensing enzyme,2250
3047,Beta-ketoacyl acyl carrier protein synthase,2250
3048,Beta-ketoacyl synthetase,2250
3049,Beta-ketoacyl-[acyl carrier protein] synthase,2250
3050,Beta-ketoacyl-ACP synthase I,2250
3051,Beta-ketoacyl-ACP synthetase,2250
3052,Beta-ketoacyl-acyl carrier protein synthetase,2250
3053,Beta-ketoacylsynthase,2250
3054,Condensing enzyme,2250
3055,Fatty acid condensing enzyme,2250
3056,KAS I,2250
3057,Dihydroxyacetone phosphate acyltransferase,2251
3058,LCAT,2252
3059,Lecithin--cholesterol acyltransferase,2252
3060,Phospholipid--cholesterol acyltransferase,2252
3061,Homoserine O-transsuccinylase,2255
3062,7-KAP synthetase,2256
3063,7-keto-8-aminopelargonic acid synthetase,2256
3064,8-amino-7-ketopelargonate synthase,2256
3065,AONS,2256
3066,Pyruvate formate-lyase,2263
3067,"Acetyl-coenzyme A-1,4-diaminobutane N-acetyltransferase",2266
3068,Diamine acetyltransferase,2266
3069,Putrescine (diamine)-acetylating enzyme,2266
3070,Putrescine acetylase,2266
3071,Putrescine acetyltransferase,2266
3072,Putrescine N-acetyltransferase,2266
3073,Spermidine acetyltransferase,2266
3074,Spermidine N(1)-acetyltransferase,2266
3075,ODAP synthase,2267
3076,Oxalyldiaminopropionate synthase,2267
3077,Oxalyldiaminopropionic synthase,2267
3078,Gentamycin acetyltransferase II,2268
3079,Aminoglycoside acetyltransferase AAC(3)-I,2269
3080,Gentamicin acetyltransferase I,2269
3081,Dihydrolipoamide S-succinyltransferase,2270
3082,Dihydrolipoamide succinyltransferase,2270
3083,Dihydrolipoic transsuccinylase,2270
3084,Dihydrolipolyl transsuccinylase,2270
3085,Dihydrolipoyl transsuccinylase,2270
3086,Lipoate succinyltransferase,2270
3087,Lipoic transsuccinylase,2270
3088,Lipoyl transsuccinylase,2270
3089,Succinyl-CoA:dihydrolipoamide S-succinyltransferase,2270
3090,Succinyl-CoA:dihydrolipoate S-succinyltransferase,2270
3091,Agmatine coumaroyltransferase,2273
3092,p-coumaroyl-CoA-agmatine N-p-coumaroyltransferase,2273
3093,Amino acid N-choloyltransferase,2274
3094,BACAT,2274
3095,BAT,2274
3096,Cholyl-CoA glycine-taurine N-acyltransferase,2274
3097,Cholyl-CoA:taurine N-acyltransferase,2274
3098,Glycine N-choloyltransferase,2274
3099,Glycine--taurine N-acyltransferase,2274
3100,1-alkyl-2-lyso-sn-glycero-3-phosphocholine acetyltransferase,2276
3101,1-alkyl-2-lysolecithin acetyltransferase,2276
3102,Acetyl-CoA:1-alkyl-2-lyso-sn-glycero-3-phosphocholine 2-O-acetyltransferase,2276
3103,Acetyl-CoA:lyso-PAF acetyltransferase,2276
3104,Acyl-CoA:1-alkyl-sn-glycero-3-phosphocholine acyltransferase,2276
3105,Blood platelet-activating factor acetyltransferase,2276
3106,Lyso-GPC:acetyl CoA acetyltransferase,2276
3107,Lyso-platelet activating factor:acetyl-CoA acetyltransferase,2276
3108,Lyso-platelet-activating factor:acetyl-CoA acetyltransferase,2276
3109,LysoPAF:acetyl CoA acetyltransferase,2276
3110,PAF acetyltransferase,2276
3111,Platelet-activating factor acylhydrolase,2276
3112,Platelet-activating factor-synthesizing enzyme,2276
3113,Menthol transacetylase,2278
3114,6'-deoxychalcone synthase,2283
3115,Chalcone synthase,2283
3116,Flavonone synthase,2283
3117,Wax synthase,2284
3118,Gentamicin-(3)-N-acetyltransferase,2290
3119,6'-aminoglycoside-N-acetyltransferase,2291
3120,AAC(6'),2291
3121,Kanamycin 6'-N-acetyltransferase,2291
3122,AATASE,2293
3123,Yeast fatty acid synthase,2295
3124,AANAT,2296
3125,Arylalkylamine N-acetyltransferase,2296
3126,Melatonin rhythm enzyme,2296
3127,Serotonin acetylase,2296
3128,Serotonin acetyltransferase,2296
3129,Serotonin N-acetyltransferase,2296
3130,Amino-terminal amino acid-acetylating enzyme,2297
3131,Beta-endorphin acetyltransferase,2297
3132,N(alpha)-acetyltransferase,2297
3133,NAT,2297
3134,Peptide acetyltransferase,2297
3135,Protein N-terminal acetyltransferase,2297
3136,Tetrahydrodipicolinate acetylase,2298
3137,Sinapine synthase,2300
3138,6-deoxyerythronolide B synthase,2303
3139,DEBS,2303
3140,Deoxyerythronolide B synthase,2303
3141,Erythronolide synthase,2303
3142,Erythronolide-condensing enzyme,2303
3143,Resveratrol synthase,2304
3144,Stilbene synthase,2304
3145,Peptide N-myristoyltransferase,2306
3146,Peptide N-tetradecanoyltransferase,2306
3147,Hydroxycinnamoyl coenzyme A-quinate transferase,2308
